I_Code_Arrondissements	I_Region	I_Dep	I_Ar	I_Cheflieu	I_Tncc	I_Artmaj	I_Ncc	I_Armin	I_Nccent	ColResultInSnipet	Wiki_Url	Wiki_Name_Snipet	Wiki_name_arrondissement	Wiki_Coordinates_lat	Wiki_Coordinates_lon	W_Pays	W_Region	W_Departement	W_Chef-lieu	W_Code_arrondissement	W_Population	W_Densite	W_Superficie	W_Cantons	W_Communes	W_Name_ru	W_Name_uk	W_Name_en	W_Name_de	W_Name_pl	W_Name_es	W_Name_pt	W_Name_it	W_Name_nl	W_Name_da	W_Name_no	W_Name_sv	W_Name_cs	W_Name_ro	W_Name_bg	W_Name_hu	W_Name_sk	W_Name_sl	W_Name_sh	W_Name_hr	W_Url_ru	W_Url_uk	W_Url_en	W_Url_de	W_Url_pl	W_Url_es	W_Url_pt	W_Url_it	W_Url_nl	W_Url_da	W_Url_no	W_Url_sv	W_Url_cs	W_Url_ro	W_Url_bg	W_Url_hu	W_Url_sk	W_Url_sl	W_Url_sh	W_Url_hr
72 1	52	72	1	72154	3	(LA)	FLECHE	(La)	Flèche	1	/wiki/Arrondissement_de_La_Flèche	Arrondissement de La Flèche	Arrondissement de La Flèche	47.7	-0.0833333	France	Pays de la Loire	Sarthe	La Flèche	72 1	152 638 hab. (2014)	61 hab./km2	2 521 km2	12	125	Ла-Флеш (округ)		Arrondissement of La Flèche	Arrondissement La Flèche	Okręg La Flèche	Distrito de La Flèche		Arrondissement di La Flèche	Arrondissement La Flèche				Arrondissement La Flèche	Arondismentul La Flèche			La Flèche (obvod)				https://ru.wikipedia.org/wiki/Ла-Флеш_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_La_Flèche	https://de.wikipedia.org/wiki/Arrondissement_La_Flèche	https://pl.wikipedia.org/wiki/Okręg_La_Flèche	https://es.wikipedia.org/wiki/Distrito_de_La_Flèche		https://it.wikipedia.org/wiki/Arrondissement_di_La_Flèche	https://nl.wikipedia.org/wiki/Arrondissement_La_Flèche				https://cs.wikipedia.org/wiki/Arrondissement_La_Flèche	https://ro.wikipedia.org/wiki/Arondismentul_La_Flèche			https://sk.wikipedia.org/wiki/La_Flèche_(obvod)			
15 2	84	15	2	15120	0		MAURIAC		Mauriac	1	/wiki/Arrondissement_de_Mauriac	Arrondissement de Mauriac	Arrondissement de Mauriac	45.2	2.33333333	France	Auvergne-Rhône-Alpes	Cantal	Mauriac	15 2	26 192 hab. (2014)	20 hab./km2	1 278 km2	4	55	Морьяк (округ)		Arrondissement of Mauriac	Arrondissement Mauriac	Okręg Mauriac	Distrito de Mauriac		Arrondissement di Mauriac	Arrondissement Mauriac				Arrondissement Mauriac	Arondismentul Mauriac			Mauriac (obvod)				https://ru.wikipedia.org/wiki/Морьяк_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Mauriac	https://de.wikipedia.org/wiki/Arrondissement_Mauriac	https://pl.wikipedia.org/wiki/Okręg_Mauriac	https://es.wikipedia.org/wiki/Distrito_de_Mauriac		https://it.wikipedia.org/wiki/Arrondissement_di_Mauriac	https://nl.wikipedia.org/wiki/Arrondissement_Mauriac				https://cs.wikipedia.org/wiki/Arrondissement_Mauriac	https://ro.wikipedia.org/wiki/Arondismentul_Mauriac			https://sk.wikipedia.org/wiki/Mauriac_(obvod)			
71 1	27	71	1	71014	1		AUTUN		Autun	1	/wiki/Arrondissement_d'Autun	Arrondissement d'Autun	Arrondissement d'Autun	46.95166667	4.29944444	France	Bourgogne-Franche-Comté	Saône-et-Loire	Autun	71 1	88 316 hab. (2011)	46 hab./km2	1 900 km2	11	83	Отён (округ)		Arrondissement of Autun	Arrondissement Autun	Okręg Autun	Distrito de Autun		Arrondissement di Autun	Arrondissement Autun				Arrondissement Autun	Arondismentul Autun			Autun (obvod)				https://ru.wikipedia.org/wiki/Отён_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Autun	https://de.wikipedia.org/wiki/Arrondissement_Autun	https://pl.wikipedia.org/wiki/Okręg_Autun	https://es.wikipedia.org/wiki/Distrito_de_Autun		https://it.wikipedia.org/wiki/Arrondissement_di_Autun	https://nl.wikipedia.org/wiki/Arrondissement_Autun				https://cs.wikipedia.org/wiki/Arrondissement_Autun	https://ro.wikipedia.org/wiki/Arondismentul_Autun			https://sk.wikipedia.org/wiki/Autun_(obvod)			
71 2	27	71	2	71076	0		CHALON-SUR-SAONE		Chalon-sur-Saône	1	/wiki/Arrondissement_de_Chalon-sur-Saône	Arrondissement de Chalon-sur-Saône	Arrondissement de Chalon-sur-Saône	46.78055556	4.85277778	France	Bourgogne-Franche-Comté	Saône-et-Loire	Chalon-sur-Saône	71 2	200 036 hab. (2013)	116 hab./km2	1 726 km2	15	151	Шалон-сюр-Сон (округ)		Arrondissement of Chalon-sur-Saône	Arrondissement Chalon-sur-Saône	Okręg Chalon-sur-Saône	Distrito de Chalon-sur-Saône		Arrondissement di Chalon-sur-Saône	Arrondissement Chalon-sur-Saône				Arrondissement Chalon-sur-Saône	Arondismentul Chalon-sur-Saône			Chalon-sur-Saône (obvod)				https://ru.wikipedia.org/wiki/Шалон-сюр-Сон_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Chalon-sur-Saône	https://de.wikipedia.org/wiki/Arrondissement_Chalon-sur-Saône	https://pl.wikipedia.org/wiki/Okręg_Chalon-sur-Saône	https://es.wikipedia.org/wiki/Distrito_de_Chalon-sur-Saône		https://it.wikipedia.org/wiki/Arrondissement_di_Chalon-sur-Saône	https://nl.wikipedia.org/wiki/Arrondissement_Chalon-sur-Saône				https://cs.wikipedia.org/wiki/Arrondissement_Chalon-sur-Saône	https://ro.wikipedia.org/wiki/Arondismentul_Chalon-sur-Saône			https://sk.wikipedia.org/wiki/Chalon-sur-Saône_(obvod)			
71 3	27	71	3	71106	0		CHAROLLES		Charolles	1	/wiki/Arrondissement_de_Charolles	Arrondissement de Charolles	Arrondissement de Charolles	46.43444444	4.27527778	France	Bourgogne-Franche-Comté	Saône-et-Loire	Charolles	71 3	100 359 hab. (2011)	40 hab./km2	2 500 km2	13	136	Шароль (округ)	Шароль (округ)	Arrondissement of Charolles	Arrondissement Charolles	Okręg Charolles	Distrito de Charolles		Arrondissement di Charolles	Arrondissement Charolles				Arrondissement Charolles	Arondismentul Charolles			Charolles (obvod)				https://ru.wikipedia.org/wiki/Шароль_(округ)	https://uk.wikipedia.org/wiki/Шароль_(округ)	https://en.wikipedia.org/wiki/Arrondissement_of_Charolles	https://de.wikipedia.org/wiki/Arrondissement_Charolles	https://pl.wikipedia.org/wiki/Okręg_Charolles	https://es.wikipedia.org/wiki/Distrito_de_Charolles		https://it.wikipedia.org/wiki/Arrondissement_di_Charolles	https://nl.wikipedia.org/wiki/Arrondissement_Charolles				https://cs.wikipedia.org/wiki/Arrondissement_Charolles	https://ro.wikipedia.org/wiki/Arondismentul_Charolles			https://sk.wikipedia.org/wiki/Charolles_(obvod)			
71 4	27	71	4	71263	0		LOUHANS		Louhans	1	/wiki/Arrondissement_de_Louhans	Arrondissement de Louhans	Arrondissement de Louhans	46.62861111	5.22416667	France	Bourgogne-Franche-Comté	Saône-et-Loire	Louhans	71 4	55 527 hab. (2013)	44 hab./km2	1 248 km2	8	79	Луан (округ)		Arrondissement of Louhans	Arrondissement Louhans	Okręg Louhans	Distrito de Louhans		Arrondissement di Louhans	Arrondissement Louhans				Arrondissement Louhans	Arondismentul Louhans			Louhans (obvod)				https://ru.wikipedia.org/wiki/Луан_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Louhans	https://de.wikipedia.org/wiki/Arrondissement_Louhans	https://pl.wikipedia.org/wiki/Okręg_Louhans	https://es.wikipedia.org/wiki/Distrito_de_Louhans		https://it.wikipedia.org/wiki/Arrondissement_di_Louhans	https://nl.wikipedia.org/wiki/Arrondissement_Louhans				https://cs.wikipedia.org/wiki/Arrondissement_Louhans	https://ro.wikipedia.org/wiki/Arondismentul_Louhans			https://sk.wikipedia.org/wiki/Louhans_(obvod)			
71 5	27	71	5	71270	0		MACON		Mâcon	1	/wiki/Arrondissement_de_Mâcon	Arrondissement de Mâcon	Arrondissement de Mâcon	46.3064	4.83139	France	Bourgogne-Franche-Comté	Saône-et-Loire	Mâcon	71 5	113 055 hab. (2010)	94 hab./km2	1 200 km2	10	124	Макон (округ)		Arrondissement of Mâcon	Arrondissement Mâcon	Okręg Mâcon	Distrito de Mâcon		Arrondissement di Mâcon	Arrondissement Mâcon				Arrondissement Mâcon	Arondismentul Mâcon			Mâcon (obvod)				https://ru.wikipedia.org/wiki/Макон_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Mâcon	https://de.wikipedia.org/wiki/Arrondissement_Mâcon	https://pl.wikipedia.org/wiki/Okręg_Mâcon	https://es.wikipedia.org/wiki/Distrito_de_Mâcon		https://it.wikipedia.org/wiki/Arrondissement_di_Mâcon	https://nl.wikipedia.org/wiki/Arrondissement_Mâcon				https://cs.wikipedia.org/wiki/Arrondissement_Mâcon	https://ro.wikipedia.org/wiki/Arondismentul_Mâcon			https://sk.wikipedia.org/wiki/Mâcon_(obvod)			
45 3	24	45	3	45252	0		PITHIVIERS		Pithiviers	1	/wiki/Arrondissement_de_Pithiviers	Arrondissement de Pithiviers	Arrondissement de Pithiviers	48.1667	2.25	France	Centre-Val de Loire	Loir	Pithiviers	45 3	62 307 hab. (2011)	52 hab./km2	1 198 km2	5	86	Питивье (округ)		Arrondissement of Pithiviers	Arrondissement Pithiviers	Okręg Pithiviers	Distrito de Pithiviers		Arrondissement di Pithiviers	Arrondissement Pithiviers				Arrondissement Pithiviers	Arondismentul Pithiviers			Pithiviers (obvod)				https://ru.wikipedia.org/wiki/Питивье_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Pithiviers	https://de.wikipedia.org/wiki/Arrondissement_Pithiviers	https://pl.wikipedia.org/wiki/Okręg_Pithiviers	https://es.wikipedia.org/wiki/Distrito_de_Pithiviers		https://it.wikipedia.org/wiki/Arrondissement_di_Pithiviers	https://nl.wikipedia.org/wiki/Arrondissement_Pithiviers				https://cs.wikipedia.org/wiki/Arrondissement_Pithiviers	https://ro.wikipedia.org/wiki/Arondismentul_Pithiviers			https://sk.wikipedia.org/wiki/Pithiviers_(obvod)			
45 2	24	45	2	45234	1		ORLEANS		Orléans	1	/wiki/Arrondissement_d'Orléans	Arrondissement d'Orléans	Arrondissement d'Orléans	47.916666666667	1.9	France	Centre-Val de Loire	Loir	Orléans	45 2	427 446 hab. (2011)	145 hab./km2	2 946 km2	24	122	Орлеан (округ)		Arrondissement of Orléans	Arrondissement Orléans	Okręg Orlean	Distrito de Orleans		Arrondissement di Orléans	Arrondissement Orléans				Arrondissement Orléans	Arondismentul Orléans			Orléans (obvod)				https://ru.wikipedia.org/wiki/Орлеан_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Orléans	https://de.wikipedia.org/wiki/Arrondissement_Orléans	https://pl.wikipedia.org/wiki/Okręg_Orlean	https://es.wikipedia.org/wiki/Distrito_de_Orleans		https://it.wikipedia.org/wiki/Arrondissement_di_Orléans	https://nl.wikipedia.org/wiki/Arrondissement_Orléans				https://cs.wikipedia.org/wiki/Arrondissement_Orléans	https://ro.wikipedia.org/wiki/Arondismentul_Orléans			https://sk.wikipedia.org/wiki/Orléans_(obvod)			
63 4	84	63	4	63300	0		RIOM		Riom	1	/wiki/Arrondissement_de_Riom	Arrondissement de Riom	Arrondissement de Riom	45.89222222	3.11111111	France	Auvergne-Rhône-Alpes	Puy-de-Dôme	Riom	63 4	121 158 hab. (2014)	53 hab./km2	2 300 km2	13 (avant redécoupage) 8 (après redécoupage)	136 (2015)155 (2017)	Риом (округ)		Arrondissement of Riom	Arrondissement Riom	Okręg Riom	Distrito de Riom		Arrondissement di Riom	Arrondissement Riom				Arrondissement Riom	Arondismentul Riom			Riom (obvod)				https://ru.wikipedia.org/wiki/Риом_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Riom	https://de.wikipedia.org/wiki/Arrondissement_Riom	https://pl.wikipedia.org/wiki/Okręg_Riom	https://es.wikipedia.org/wiki/Distrito_de_Riom		https://it.wikipedia.org/wiki/Arrondissement_di_Riom	https://nl.wikipedia.org/wiki/Arrondissement_Riom				https://cs.wikipedia.org/wiki/Arrondissement_Riom	https://ro.wikipedia.org/wiki/Arondismentul_Riom			https://sk.wikipedia.org/wiki/Riom_(obvod)			
59 5	32	59	5	59350	0		LILLE		Lille	20	/wiki/Arrondissement_de_Lille	Arrondissement de Lille	Arrondissement de Lille	50.616666666667	3.0666666666667	France	Hauts-de-France	Nord	Lille	None	1 232 513 hab. (2014)	1 401 hab./km2	879,68 km2	17 (2015)	125 (2015)	Лилль (округ)		Arrondissement of Lille	Arrondissement Lille	Okręg Lille	Distrito de Lille	Arrondissement de Lille	Arrondissement di Lilla	Arrondissement Rijsel				Arrondissement Lille	Arondismentul Lille			Lille (obvod)				https://ru.wikipedia.org/wiki/Лилль_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Lille	https://de.wikipedia.org/wiki/Arrondissement_Lille	https://pl.wikipedia.org/wiki/Okręg_Lille	https://es.wikipedia.org/wiki/Distrito_de_Lille	https://pt.wikipedia.org/wiki/Arrondissement_de_Lille	https://it.wikipedia.org/wiki/Arrondissement_di_Lilla	https://nl.wikipedia.org/wiki/Arrondissement_Rijsel				https://cs.wikipedia.org/wiki/Arrondissement_Lille	https://ro.wikipedia.org/wiki/Arondismentul_Lille			https://sk.wikipedia.org/wiki/Lille_(obvod)			
40 1	75	40	1	40088	0		DAX		Dax	1	/wiki/Arrondissement_de_Dax	Arrondissement de Dax	Arrondissement de Dax	43.7	-1.05	France	Nouvelle-Aquitaine	Landes	Dax	40 1	220 656 hab. (2014)	69 hab./km2	3 194 km2	13	153	Дакс (округ)		Arrondissement of Dax	Arrondissement Dax	Okręg Dax	Distrito de Dax		Arrondissement di Dax	Arrondissement Dax				Arrondissement Dax	Arondismentul Dax			Dax (obvod)				https://ru.wikipedia.org/wiki/Дакс_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Dax	https://de.wikipedia.org/wiki/Arrondissement_Dax	https://pl.wikipedia.org/wiki/Okręg_Dax	https://es.wikipedia.org/wiki/Distrito_de_Dax		https://it.wikipedia.org/wiki/Arrondissement_di_Dax	https://nl.wikipedia.org/wiki/Arrondissement_Dax				https://cs.wikipedia.org/wiki/Arrondissement_Dax	https://ro.wikipedia.org/wiki/Arondismentul_Dax			https://sk.wikipedia.org/wiki/Dax_(obvod)			
43 3	84	43	3	43268	1		YSSINGEAUX		Yssingeaux	1	/wiki/Arrondissement_d'Yssingeaux	Arrondissement d'Yssingeaux	Arrondissement d'Yssingeaux	45.14166667	4.12194444	France	Auvergne-Rhône-Alpes	Haute-Loire	Yssingeaux	43 3	83 849 hab. (2012)	72 hab./km2	1 160 km2	9	44	Исенжо (округ)		Arrondissement of Yssingeaux	Arrondissement Yssingeaux	Okręg Yssingeaux	Distrito de Yssingeaux		Arrondissement di Yssingeaux	Arrondissement Yssingeaux				Arrondissement Yssingeaux	Arondismentul Yssingeaux			Yssingeaux (obvod)				https://ru.wikipedia.org/wiki/Исенжо_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Yssingeaux	https://de.wikipedia.org/wiki/Arrondissement_Yssingeaux	https://pl.wikipedia.org/wiki/Okręg_Yssingeaux	https://es.wikipedia.org/wiki/Distrito_de_Yssingeaux		https://it.wikipedia.org/wiki/Arrondissement_di_Yssingeaux	https://nl.wikipedia.org/wiki/Arrondissement_Yssingeaux				https://cs.wikipedia.org/wiki/Arrondissement_Yssingeaux	https://ro.wikipedia.org/wiki/Arondismentul_Yssingeaux			https://sk.wikipedia.org/wiki/Yssingeaux_(obvod)			
43 2	84	43	2	43157	2	(LE)	PUY-EN-VELAY	(Le)	Puy-en-Velay	1	/wiki/Arrondissement_du_Puy-en-Velay	Arrondissement du Puy-en-Velay	Arrondissement du Puy-en-Velay	45.04416667	3.88472222	France	Auvergne-Rhône-Alpes	Haute-Loire	Le Puy-en-Velay	43 2	95 478 hab. (2011)	49 hab./km2	1 931 km2	16	102	Ле-Пюи-ан-Веле (округ)		Arrondissement of Le Puy-en-Velay	Arrondissement Le Puy-en-Velay	Okręg Le Puy-en-Velay	Distrito de Le Puy-en-Velay		Arrondissement di Le Puy-en-Velay	Arrondissement Le Puy-en-Velay				Arrondissement Le Puy-en-Velay	Arondismentul Le Puy-en-Velay			Le Puy-en-Velay (obvod)				https://ru.wikipedia.org/wiki/Ле-Пюи-ан-Веле_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Le_Puy-en-Velay	https://de.wikipedia.org/wiki/Arrondissement_Le_Puy-en-Velay	https://pl.wikipedia.org/wiki/Okręg_Le_Puy-en-Velay	https://es.wikipedia.org/wiki/Distrito_de_Le_Puy-en-Velay		https://it.wikipedia.org/wiki/Arrondissement_di_Le_Puy-en-Velay	https://nl.wikipedia.org/wiki/Arrondissement_Le_Puy-en-Velay				https://cs.wikipedia.org/wiki/Arrondissement_Le_Puy-en-Velay	https://ro.wikipedia.org/wiki/Arondismentul_Le_Puy-en-Velay			https://sk.wikipedia.org/wiki/Le_Puy-en-Velay_(obvod)			
43 1	84	43	1	43040	0		BRIOUDE		Brioude	1	/wiki/Arrondissement_de_Brioude	Arrondissement de Brioude	Arrondissement de Brioude	45.29444444	3.385	France	Auvergne-Rhône-Alpes	Haute-Loire	Brioude	43 1	46 249 hab. (2011)	25 hab./km2	1 886 km2	10	111	Бриуд (округ)		Arrondissement of Brioude	Arrondissement Brioude	Okręg Brioude	Distrito de Brioude		Arrondissement di Brioude	Arrondissement Brioude				Arrondissement Brioude	Arondismentul Brioude			Brioude (obvod)				https://ru.wikipedia.org/wiki/Бриуд_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Brioude	https://de.wikipedia.org/wiki/Arrondissement_Brioude	https://pl.wikipedia.org/wiki/Okręg_Brioude	https://es.wikipedia.org/wiki/Distrito_de_Brioude		https://it.wikipedia.org/wiki/Arrondissement_di_Brioude	https://nl.wikipedia.org/wiki/Arrondissement_Brioude				https://cs.wikipedia.org/wiki/Arrondissement_Brioude	https://ro.wikipedia.org/wiki/Arondismentul_Brioude			https://sk.wikipedia.org/wiki/Brioude_(obvod)			
92 1	11	92	1	92002	1		ANTONY		Antony	20	/wiki/Arrondissement_d'Antony	Arrondissement d'Antony	Arrondissement d'Antony	48.75527778	2.30055556	France	Île-de-France	Hauts-de-Seine	Antony	None	416 046 hab. (2011)	8 491 hab./km2	49 km2	11	11	Антони (округ)	Антоні (округ)	Arrondissement of Antony	Arrondissement Antony	Okręg Antony	Distrito de Antony		Arrondissement di Antony	Arrondissement Antony				Arrondissement Antony	Arondismentul Antony			Antony (obvod)				https://ru.wikipedia.org/wiki/Антони_(округ)	https://uk.wikipedia.org/wiki/Антоні_(округ)	https://en.wikipedia.org/wiki/Arrondissement_of_Antony	https://de.wikipedia.org/wiki/Arrondissement_Antony	https://pl.wikipedia.org/wiki/Okręg_Antony	https://es.wikipedia.org/wiki/Distrito_de_Antony		https://it.wikipedia.org/wiki/Arrondissement_di_Antony	https://nl.wikipedia.org/wiki/Arrondissement_Antony				https://cs.wikipedia.org/wiki/Arrondissement_Antony	https://ro.wikipedia.org/wiki/Arondismentul_Antony			https://sk.wikipedia.org/wiki/Antony_(obvod)			
13 1	93	13	1	13001	1		AIX-EN-PROVENCE		Aix-en-Provence	20	/wiki/Arrondissement_d'Aix-en-Provence	Arrondissement d'Aix-en-Provence	Arrondissement d'Aix-en-Provence	43.530555555556	5.4444444444444	France	Provence-Alpes-Côte d'Azur	Bouches-du-Rhône	Aix-en-Provence	None	429 436 hab. (2014)	280 hab./km2	1 532 km2	None	44	Экс-ан-Прованс (округ)		Arrondissement of Aix-en-Provence	Arrondissement Aix-en-Provence	Okręg Aix-en-Provence	Distrito de Aix-en-Provence		Arrondissement di Aix-en-Provence	Arrondissement Aix-en-Provence				Arrondissement Aix-en-Provence	Arondismentul Aix-en-Provence			Aix-en-Provence (obvod)				https://ru.wikipedia.org/wiki/Экс-ан-Прованс_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Aix-en-Provence	https://de.wikipedia.org/wiki/Arrondissement_Aix-en-Provence	https://pl.wikipedia.org/wiki/Okręg_Aix-en-Provence	https://es.wikipedia.org/wiki/Distrito_de_Aix-en-Provence		https://it.wikipedia.org/wiki/Arrondissement_di_Aix-en-Provence	https://nl.wikipedia.org/wiki/Arrondissement_Aix-en-Provence				https://cs.wikipedia.org/wiki/Arrondissement_Aix-en-Provence	https://ro.wikipedia.org/wiki/Arondismentul_Aix-en-Provence			https://sk.wikipedia.org/wiki/Aix-en-Provence_(obvod)			
13 2	93	13	2	13004	1		ARLES		Arles	20	/wiki/Arrondissement_d'Arles	Arrondissement d'Arles	Arrondissement d'Arles	43.68333333	4.61666667	France	Provence-Alpes-Côte d'Azur	Bouches-du-Rhône	Arles	None	205 529 hab. (2014)	90 hab./km2	2 284 km2	None	36	Арль (округ)		Arrondissement of Arles	Arrondissement Arles	Okręg Arles	Distrito de Arlés		Arrondissement di Arles	Arrondissement Arles				Arrondissement Arles	Arondismentul Arles			Arles (obvod)				https://ru.wikipedia.org/wiki/Арль_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Arles	https://de.wikipedia.org/wiki/Arrondissement_Arles	https://pl.wikipedia.org/wiki/Okręg_Arles	https://es.wikipedia.org/wiki/Distrito_de_Arlés		https://it.wikipedia.org/wiki/Arrondissement_di_Arles	https://nl.wikipedia.org/wiki/Arrondissement_Arles				https://cs.wikipedia.org/wiki/Arrondissement_Arles	https://ro.wikipedia.org/wiki/Arondismentul_Arles			https://sk.wikipedia.org/wiki/Arles_(obvod)			
13 3	93	13	3	13055	0		MARSEILLE		Marseille	20	/wiki/Arrondissement_de_Marseille	Arrondissement de Marseille	Arrondissement de Marseille	43.2975	5.3772222222222	France	Provence-Alpes-Côte d'Azur	Bouches-du-Rhône	Marseille	None	1 058 615 hab. (2014)	1 575 hab./km2	672,00 km2	None	21	Марсель (округ)		Arrondissement of Marseille	Arrondissement Marseille	Okręg Marsylia	Distrito de Marsella	Arrondissement de Marselha	Arrondissement di Marsiglia	Arrondissement Marseille				Arrondissement Marseille	Arondismentul Marseille			Marseille (obvod)				https://ru.wikipedia.org/wiki/Марсель_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Marseille	https://de.wikipedia.org/wiki/Arrondissement_Marseille	https://pl.wikipedia.org/wiki/Okręg_Marsylia	https://es.wikipedia.org/wiki/Distrito_de_Marsella	https://pt.wikipedia.org/wiki/Arrondissement_de_Marselha	https://it.wikipedia.org/wiki/Arrondissement_di_Marsiglia	https://nl.wikipedia.org/wiki/Arrondissement_Marseille				https://cs.wikipedia.org/wiki/Arrondissement_Marseille	https://ro.wikipedia.org/wiki/Arondismentul_Marseille			https://sk.wikipedia.org/wiki/Marseille_(obvod)			
04 3	93	4	3	4070	0		DIGNE-LES-BAINS		Digne-les-Bains	1	/wiki/Arrondissement_de_Digne-les-Bains	Arrondissement de Digne-les-Bains	Arrondissement de Digne-les-Bains	44.1	6.23333	France	Provence-Alpes-Côte d'Azur	Alpes-de-Haute-Provence	Digne-les-Bains	04 3	47 278 hab. (2014)	30 hab./km2	1 574,02 km2	7	46	Динь-ле-Бен (округ)		Arrondissement of Digne-les-Bains	Arrondissement Digne-les-Bains	Okręg Digne-les-Bains	Distrito de Digne-les-Bains		Arrondissement di Digne-les-Bains	Arrondissement Digne-les-Bains				Arrondissement Digne-les-Bains	Arondismentul Digne-les-Bains			Digne-les-Bains (obvod)				https://ru.wikipedia.org/wiki/Динь-ле-Бен_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Digne-les-Bains	https://de.wikipedia.org/wiki/Arrondissement_Digne-les-Bains	https://pl.wikipedia.org/wiki/Okręg_Digne-les-Bains	https://es.wikipedia.org/wiki/Distrito_de_Digne-les-Bains		https://it.wikipedia.org/wiki/Arrondissement_di_Digne-les-Bains	https://nl.wikipedia.org/wiki/Arrondissement_Digne-les-Bains				https://cs.wikipedia.org/wiki/Arrondissement_Digne-les-Bains	https://ro.wikipedia.org/wiki/Arondismentul_Digne-les-Bains			https://sk.wikipedia.org/wiki/Digne-les-Bains_(obvod)			
